Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,Headline_clean,strong_positive_count,strong_negative_count,weak_positive_count,weak_negative_count,total_positive_score,total_negative_score,sentiment_score,sentiment_ratio,has_strong_positive,has_strong_negative,has_percent,has_dollar,has_number,has_action,predicted_from_headline,headline_sentiment_match,Index_Change_Percent_num,index_sentiment_match,Trading_Volume_num,log_volume,headline_length,word_count,avg_word_length,is_positive_change,is_negative_change,abs_change,change_magnitude
2025-04-11,china s shanghai composite falls after new trade restrictions,Barron's,Interest Rate Change,Dow Jones,2.38,302.56,positive,Retail,Low,Tata Motors,https://www.forbes.com/crypto/cryptocurrency-regulation,china s shanghai composite falls after new trade restrictions,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,2.38,True,302.56,5.715579284535712,61,9,5.888888888888889,1,0,2.38,1.0
2025-07-10,central bank maintains status quo on interest rates,The Motley Fool,Supply Chain Disruption,KOSPI,-2.45,233.12,negative,Automotive,High,JP Morgan Chase,https://www.cnbc.com/2025/12/healthcare-sector-outlook,central bank maintains status quo on interest rates,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.45,True,233.12,5.45583380442302,51,8,5.5,0,1,2.45,1.0
2025-05-10,merger talks between two banks fall through,Wall Street Journal,Trade Tariffs Announcement,FTSE 100,3.88,343.93,positive,Agriculture,Medium,Samsung Electronics,https://www.ft.com/content/media-entertainment-merger,merger talks between two banks fall through,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,3.88,True,343.93,5.843341497893939,43,7,5.285714285714286,1,0,3.88,2.0
2025-07-09,merger talks between two banks fall through,Economic Times,Supply Chain Disruption,FTSE 100,-1.52,214.09,negative,Materials,High,Reliance Industries,,merger talks between two banks fall through,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-1.52,True,214.09,5.371056545188342,43,7,5.285714285714286,0,1,1.52,1.0
2025-02-28,mining company stock surges on commodity price boom,The Motley Fool,Consumer Confidence Report,CAC 40,-1.06,355.42,positive,Aerospace & Defense,Medium,Boeing,https://www.wsj.com/china/market-rally,mining company stock surges on commodity price boom,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,-1.06,False,355.42,5.876109810744953,51,8,5.5,0,1,1.06,1.0
2025-06-27,tech giant s new product launch sparks sector-wide gains,Seeking Alpha,Unemployment Rate Announcement,Nasdaq Composite,-0.43,265.05,negative,Consumer Goods,Medium,JP Morgan Chase,https://economictimes.indiatimes.com/industry/industrials,tech giant s new product launch sparks sector-wide gains,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.43,True,265.05,5.583684261042379,56,9,5.333333333333333,0,1,0.43,0.0
2025-04-16,market braces for a major policy announcement from the eu,Mint,Cryptocurrency Regulation,DAX,2.37,222.77,positive,Healthcare,High,Tata Motors,https://www.forbes.com/crypto/cryptocurrency-regulation,market braces for a major policy announcement from the eu,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,2.37,True,222.77,5.410618738635182,57,10,4.8,1,0,2.37,1.0
2025-05-29,new ipo for a popular software firm is oversubscribed,The Economist,Bond Market Fluctuation,Euro Stoxx 50,3.85,305.32,positive,Aerospace & Defense,High,JP Morgan Chase,https://www.moneycontrol.com/us-markets/dow-jones-industrial,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,3.85,True,305.32,5.724630307169039,53,9,5.0,1,0,3.85,2.0
2025-04-03,nikkei 225 index benefits from a weaker yen,MarketWatch,Government Policy Announcement,DAX,-1.67,242.03,negative,Energy,Medium,Tesla,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,nikkei 225 index benefits from a weaker yen,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,neutral,False,-1.67,True,242.03,5.493184892510509,43,8,4.5,0,1,1.67,1.0
2025-08-06,nikkei 225 index benefits from a weaker yen,Economic Times,Stock Market Crash,Nasdaq Composite,-2.19,103.48,negative,Real Estate,Low,Reliance Industries,https://www.wsj.com/china/market-regulation,nikkei 225 index benefits from a weaker yen,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,neutral,False,-2.19,True,103.48,4.648995665528121,43,8,4.5,0,1,2.19,1.0
2025-06-29,major technology firm acquires a smaller rival in a multi-billion dollar deal,Wall Street Journal,Major Merger/Acquisition,Euro Stoxx 50,0.92,354.46,positive,Pharmaceuticals,High,Apple Inc.,https://www.cnbc.com/2025/10/real-estate-market-analysis,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,0.92,True,354.46,5.873412725331845,77,12,5.5,1,0,0.92,0.0
2025-06-28,energy company s dividend hike excites shareholders,Mint,Bond Market Fluctuation,FTSE 100,-3.9,482.35,negative,Agriculture,Medium,Tata Motors,https://timesofindia.indiatimes.com/business/agriculture-sector,energy company s dividend hike excites shareholders,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.9,True,482.35,6.180741028910615,51,7,6.428571428571429,0,1,3.9,2.0
2025-08-08,central bank s dovish tone hints at future rate cuts,The Hindu Business Line,Supply Chain Disruption,DAX,-0.26,74.8,negative,Pharmaceuticals,Medium,ExxonMobil,https://www.ft.com/content/consumer-confidence-report,central bank s dovish tone hints at future rate cuts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.26,True,74.8,4.328098292648326,52,10,4.3,0,1,0.26,0.0
2025-04-25,central bank s dovish tone hints at future rate cuts,Financial Times,Corporate Earnings Report,Nikkei 225,1.13,191.56,positive,Automotive,High,ExxonMobil,https://economictimes.indiatimes.com/news/transportation,central bank s dovish tone hints at future rate cuts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.13,True,191.56,5.260407793474816,52,10,4.3,1,0,1.13,1.0
2025-02-06,geopolitical ceasefire prompts a broad market recovery,Mint,IPO Launch,FTSE 100,0.58,415.52,positive,Media & Entertainment,Low,Microsoft,https://www.ft.com/content/currency-devaluation,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,0.58,True,415.52,6.031934479661695,54,7,6.857142857142857,1,0,0.58,0.0
2025-02-06,central bank s dovish tone hints at future rate cuts,MarketWatch,Stock Market Crash,KOSPI,-1.34,229.28,negative,Energy,High,Reliance Industries,https://www.reuters.com/markets/indices/ftse-100,central bank s dovish tone hints at future rate cuts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.34,True,229.28,5.439295959807609,52,10,4.3,0,1,1.34,1.0
2025-06-10,new regulations on cryptocurrencies cause a market dip,The Motley Fool,Economic Data Release,BSE Sensex,-0.82,281.38,negative,Automotive,Low,Microsoft,https://www.moneycontrol.com/us-markets/nasdaq-composite,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-0.82,True,281.38,5.643253681581379,54,8,5.875,0,1,0.82,0.0
2025-06-01,new housing data release shows a slowdown in market activity,Wall Street Journal,Currency Devaluation,Dow Jones,0.51,226.72,positive,Telecommunications,Medium,Goldman Sachs,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,new housing data release shows a slowdown in market activity,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,0.51,True,226.72,5.428116804082881,60,10,5.1,1,0,0.51,0.0
2025-05-03,new regulations on cryptocurrencies cause a market dip,Mint,Geopolitical Event,FTSE 100,0.77,304.43,negative,Utilities,Low,Tata Motors,https://www.ft.com/content/currency-devaluation,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,0.77,False,304.43,5.721720619787214,54,8,5.875,1,0,0.77,0.0
2025-06-14,pharmaceutical company s drug approval drives stock upward,Barron's,Interest Rate Change,IBOVESPA,4.98,457.49,positive,Media & Entertainment,Medium,Tesla,https://www.ft.com/content/tech-sector-innovation,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,0,0,positive,True,4.98,True,457.49,6.127938481207854,58,8,6.375,1,0,4.98,2.0
2025-05-25,market braces for a major policy announcement from the eu,Seeking Alpha,Stock Market Crash,S&P 500,0.61,286.49,positive,Pharmaceuticals,Medium,Tesla,https://www.moneycontrol.com/us-markets/nasdaq-composite,market braces for a major policy announcement from the eu,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.61,True,286.49,5.66118807702378,57,10,4.8,1,0,0.61,0.0
2025-04-29,nikkei 225 index benefits from a weaker yen,Seeking Alpha,Currency Devaluation,FTSE 100,-0.23,370.72,negative,Industrials,Medium,Boeing,https://www.business-standard.com/economy/trade-disputes-impact,nikkei 225 index benefits from a weaker yen,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,neutral,False,-0.23,True,370.72,5.918140882689139,43,8,4.5,0,1,0.23,0.0
2025-02-18,major oil spill sends energy stocks plummeting,The Motley Fool,Central Bank Meeting,S&P 500,1.73,261.37,positive,Industrials,Low,Microsoft,https://www.bloomberg.com/australia/asx-200-performance,major oil spill sends energy stocks plummeting,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.73,True,261.37,5.569755721265552,46,7,5.714285714285714,1,0,1.73,1.0
2025-04-16,massive stock buyback program announced by a consumer goods company,Seeking Alpha,Trade Tariffs Announcement,CAC 40,-0.06,241.84,negative,Agriculture,Medium,Reliance Industries,https://www.business-standard.com/economy/economic-stimulus,massive stock buyback program announced by a consumer goods company,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.06,True,241.84,5.492402790262234,67,10,5.8,0,1,0.06,0.0
2025-06-26,asx 200 gains on strong export performance,The Hindu Business Line,Government Policy Announcement,Euro Stoxx 50,-4.13,457.84,positive,Utilities,Medium,Microsoft,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,True,-4.13,False,457.84,6.128701565413067,42,7,5.142857142857143,0,1,4.13,2.0
2025-04-22,quarterly report shows surprising losses for retail giants,The Hindu Business Line,Inflation Data Release,DAX,2.62,383.81,positive,Consumer Goods,High,Samsung Electronics,https://www.reuters.com/business/retail-sector-earnings,quarterly report shows surprising losses for retail giants,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,2.62,True,383.81,5.952749705979869,58,8,6.375,1,0,2.62,1.0
2025-08-12,new ipo for a popular software firm is oversubscribed,Business Standard,Corporate Earnings Report,NSE Nifty,4.6,439.13,positive,Retail,Medium,Reliance Industries,https://www.bloomberg.com/asia/policy/central-bank-meeting,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.6,True,439.13,6.087070137819662,53,9,5.0,1,0,4.6,2.0
2025-05-01,government policy shift boosts renewable energy sector,Forbes,Currency Devaluation,DAX,-3.03,452.82,negative,Pharmaceuticals,Medium,Goldman Sachs,https://economictimes.indiatimes.com/news/transportation,government policy shift boosts renewable energy sector,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.03,True,452.82,6.117700643653124,54,7,6.857142857142857,0,1,3.03,2.0
2025-05-23,major technology firm acquires a smaller rival in a multi-billion dollar deal,Seeking Alpha,Consumer Confidence Report,Russell 2000,0.78,181.68,positive,Construction,Low,Apple Inc.,https://www.reuters.com/business/retail-sector-earnings,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,0.78,True,181.68,5.207735988316799,77,12,5.5,1,0,0.78,0.0
2025-04-11,asx 200 gains on strong export performance,Wall Street Journal,Inflation Data Release,S&P/TSX Composite,,49.83,positive,Telecommunications,Low,Reliance Industries,https://www.moneycontrol.com/us-markets/dow-jones-industrial,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,True,,False,49.83,3.928486731458811,42,7,5.142857142857143,0,0,,
2025-07-25,healthcare stocks gain on robust demand and strong outlook,Barron's,Regulatory Changes,NSE Nifty,-3.07,418.37,negative,Agriculture,Medium,Boeing,https://www.forbes.com/crypto/cryptocurrency-regulation,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,False,-3.07,True,418.37,6.038753585151147,58,9,5.555555555555555,0,1,3.07,2.0
2025-05-10,merger talks between two banks fall through,Wall Street Journal,Trade Tariffs Announcement,FTSE 100,3.88,343.93,positive,Agriculture,Medium,Samsung Electronics,https://www.ft.com/content/media-entertainment-merger,merger talks between two banks fall through,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,3.88,True,343.93,5.843341497893939,43,7,5.285714285714286,1,0,3.88,2.0
2025-03-19,new regulations on cryptocurrencies cause a market dip,Barron's,Consumer Confidence Report,Shanghai Composite,1.81,393.65,positive,Agriculture,Low,Reliance Industries,https://www.wsj.com/china/market-regulation,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,1.81,True,393.65,5.977999296154412,54,8,5.875,1,0,1.81,1.0
2025-04-28,pharmaceutical company s drug approval drives stock upward,Barron's,Commodity Price Shock,Russell 2000,-4.99,321.23,positive,Technology,Low,Microsoft,https://www.business-standard.com/economy/economic-stimulus,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,0,0,positive,True,-4.99,False,321.23,5.775265576278065,58,8,6.375,0,1,4.99,2.0
2025-05-27,consumer confidence index reaches a decade high,Reuters,Bond Market Fluctuation,ASX 200,,416.71,positive,Industrials,Medium,JP Morgan Chase,https://www.bloomberg.com/asia/policy/central-bank-meeting,consumer confidence index reaches a decade high,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,,False,416.71,6.034787411843801,47,7,5.857142857142857,0,0,,
2025-02-20,consumer confidence index reaches a decade high,The Motley Fool,Currency Devaluation,S&P/TSX Composite,-0.9,175.54,positive,Industrials,Low,Microsoft,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,consumer confidence index reaches a decade high,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-0.9,False,175.54,5.173547479592087,47,7,5.857142857142857,0,1,0.9,0.0
2025-05-27,record-high inflation data rattles investors,Yahoo Finance,Government Policy Announcement,Nikkei 225,2.99,108.41,positive,Telecommunications,Low,Boeing,https://www.reuters.com/business/energy/oil-market-update,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,2.99,True,108.41,4.695102293488699,44,5,8.0,1,0,2.99,1.0
2025-08-13,bond yields tumble as investors seek safe havens,The Motley Fool,Bond Market Fluctuation,Nikkei 225,1.49,488.07,negative,Utilities,Medium,Boeing,https://www.marketwatch.com/story/consumer-goods-report,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,1.49,False,488.07,6.192505628514245,48,8,5.125,1,0,1.49,1.0
2025-07-10,federal reserve chairman s speech causes market volatility,Economic Times,Trade Tariffs Announcement,DAX,-0.49,289.73,negative,Media & Entertainment,Low,Tata Motors,https://www.reuters.com/markets/indices/ftse-100,federal reserve chairman s speech causes market volatility,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.49,True,289.73,5.672395001414569,58,8,6.375,0,1,0.49,0.0
2025-07-04,asx 200 gains on strong export performance,Times of India,Market Rally,ASX 200,2.95,433.44,positive,Media & Entertainment,Low,Tesla,https://www.ft.com/content/tech-sector-innovation,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,True,2.95,True,433.44,6.0740578454118355,42,7,5.142857142857143,1,0,2.95,1.0
2025-07-01,massive stock buyback program announced by a consumer goods company,Bloomberg,Unemployment Rate Announcement,IBOVESPA,2.0,322.86,positive,Materials,Medium,Tata Motors,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,massive stock buyback program announced by a consumer goods company,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,2.0,True,322.86,5.780311323645325,67,10,5.8,1,0,2.0,1.0
2025-07-13,new ipo for a popular software firm is oversubscribed,The Economist,Regulatory Changes,Euro Stoxx 50,1.49,362.13,positive,Aerospace & Defense,High,Tesla,https://www.wsj.com/europe/dax-performance,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.49,True,362.13,5.894760896874546,53,9,5.0,1,0,1.49,1.0
2025-05-12,financial services stocks rally on strong profit margins,The Economist,Geopolitical Event,S&P/TSX Composite,-2.84,157.93,negative,Energy,High,JP Morgan Chase,https://www.wsj.com/japan/economic-data-release,financial services stocks rally on strong profit margins,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,False,-2.84,True,157.93,5.068463853708728,56,8,6.125,0,1,2.84,1.0
2025-02-19,major oil spill sends energy stocks plummeting,CNBC,Consumer Confidence Report,Dow Jones,-2.04,384.22,negative,Consumer Goods,Medium,Reliance Industries,https://www.marketwatch.com/story/commodities-price-shock,major oil spill sends energy stocks plummeting,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.04,True,384.22,5.953814599656076,46,7,5.714285714285714,0,1,2.04,1.0
2025-05-03,major technology firm acquires a smaller rival in a multi-billion dollar deal,Economic Times,Central Bank Meeting,Dow Jones,1.97,306.39,positive,Consumer Goods,High,Apple Inc.,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,1.97,True,306.39,5.728117299670995,77,12,5.5,1,0,1.97,1.0
2025-02-24,banking stocks dip after a major scandal is revealed,Financial Times,Inflation Data Release,Nikkei 225,1.14,360.16,negative,Finance,High,Reliance Industries,https://www.ft.com/content/tech-sector-innovation,banking stocks dip after a major scandal is revealed,0,1,0,1,0,3,-3,0.0,0,1,0,0,0,0,negative,True,1.14,False,360.16,5.8893210734392785,52,9,4.888888888888889,1,0,1.14,1.0
2025-04-16,china s shanghai composite falls after new trade restrictions,The Motley Fool,Consumer Confidence Report,KOSPI,3.27,383.29,positive,Technology,High,Boeing,https://www.moneycontrol.com/us-markets/sp-500,china s shanghai composite falls after new trade restrictions,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,3.27,True,383.29,5.9513974758947406,61,9,5.888888888888889,1,0,3.27,2.0
2025-05-10,uk s ftse 100 sees a boost from favorable trade data,Wall Street Journal,Central Bank Meeting,ASX 200,-3.88,196.81,negative,Transportation,Medium,Tata Motors,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,0,1,0,positive,False,-3.88,True,196.81,5.2873069740279846,52,11,3.8181818181818183,0,1,3.88,2.0
